"Date","Price","Open","High","Low","Vol.","Change %"
"11/24/2021","1,223,990","1,224,071","1,230,981","1,193,768","","-0.02%"
"11/23/2021","1,224,188","1,181,889","1,228,393","1,172,177","","3.56%"
"11/22/2021","1,182,050","1,224,069","1,238,142","1,169,304","","-3.46%"
"11/21/2021","1,224,445","1,244,254","1,250,250","1,219,748","","-1.60%"
"11/20/2021","1,244,406","1,210,089","1,246,743","1,197,662","","2.86%"
"11/19/2021","1,209,793","1,182,243","1,214,812","1,155,174","","2.27%"
"11/18/2021","1,182,900","1,246,845","1,260,430","1,173,699","","-5.13%"
"11/17/2021","1,246,845","1,246,621","1,259,493","1,214,585","","-0.03%"
"11/16/2021","1,247,238","1,310,871","1,310,871","1,208,162","","-4.72%"
"11/15/2021","1,309,057","1,345,030","1,359,162","1,308,788","","-2.60%"
"11/14/2021","1,343,957","1,321,399","1,344,716","1,305,346","","1.69%"
"11/13/2021","1,321,573","1,315,915","1,332,051","1,300,422","","0.32%"
"11/12/2021","1,317,357","1,337,199","1,350,443","1,279,371","","-1.56%"
"11/11/2021","1,338,226","1,336,441","1,352,723","1,321,756","","-0.12%"
"11/10/2021","1,339,772","1,360,382","1,409,784","1,298,154","","-1.56%"
"11/09/2021","1,360,967","1,373,383","1,392,593","1,347,695","","-0.93%"
"11/08/2021","1,373,786","1,288,997","1,379,476","1,288,997","","6.62%"
"11/07/2021","1,288,497","1,250,333","1,288,497","1,247,470","","3.09%"
"11/06/2021","1,249,907","1,239,936","1,251,448","1,222,074","","0.72%"
"11/05/2021","1,241,019","1,261,662","1,286,650","1,236,132","","-1.62%"
"11/04/2021","1,261,395","1,292,299","1,297,748","1,249,352","","-2.42%"
"11/03/2021","1,292,678","1,314,896","1,320,365","1,265,148","","-1.61%"
"11/02/2021","1,313,881","1,270,392","1,332,217","1,265,061","","3.39%"
"11/01/2021","1,270,768","1,260,069","1,290,929","1,226,904","","0.85%"
"10/31/2021","1,260,100","1,270,794","1,282,124","1,233,181","","-0.89%"
"10/30/2021","1,271,461","1,279,119","1,280,434","1,250,821","","-0.61%"
"10/29/2021","1,279,244","1,234,736","1,293,811","1,229,674","","3.59%"
"10/28/2021","1,234,911","1,186,706","1,265,086","1,180,278","","4.09%"
"10/27/2021","1,186,425","1,218,217","1,240,783","1,173,109","","-2.57%"
"10/26/2021","1,217,782","1,273,223","1,277,255","1,210,832","","-4.36%"
"10/25/2021","1,273,340","1,228,769","1,287,074","1,224,262","","3.58%"
"10/24/2021","1,229,355","1,237,373","1,240,177","1,201,289","","-0.67%"
"10/23/2021","1,237,652","1,224,851","1,245,709","1,205,540","","1.05%"
"10/22/2021","1,224,745","1,263,165","1,289,917","1,214,012","","-3.01%"
"10/21/2021","1,262,798","1,334,736","1,350,802","1,260,958","","-5.37%"
"10/20/2021","1,334,527","1,300,505","1,351,111","1,286,080","","2.63%"
"10/19/2021","1,300,292","1,265,718","1,304,259","1,244,523","","2.67%"
"10/18/2021","1,266,497","1,252,831","1,281,714","1,228,986","","1.09%"
"10/17/2021","1,252,897","1,237,849","1,254,599","1,203,538","","1.17%"
"10/16/2021","1,238,347","1,254,098","1,267,474","1,224,448","","-1.22%"
"10/15/2021","1,253,611","1,178,862","1,280,352","1,168,957","","6.40%"
"10/14/2021","1,178,159","1,179,774","1,203,748","1,171,472","","-0.16%"
"10/13/2021","1,180,023","1,165,183","1,186,007","1,125,380","","1.28%"
"10/12/2021","1,165,153","1,198,999","1,202,606","1,128,656","","-2.79%"
"10/11/2021","1,198,594","1,132,748","1,204,665","1,129,031","","5.69%"
"10/10/2021","1,134,085","1,137,869","1,168,853","1,120,306","","-0.36%"
"10/09/2021","1,138,209","1,116,581","1,147,366","1,112,460","","1.87%"
"10/08/2021","1,117,314","1,110,876","1,155,669","1,110,143","","0.58%"
"10/07/2021","1,110,838","1,137,330","1,137,330","1,103,018","","-2.35%"
"10/06/2021","1,137,613","1,059,279","1,143,964","1,050,258","","7.32%"
"10/05/2021","1,060,053","1,009,380","1,067,134","1,005,802","","5.00%"
"10/04/2021","1,009,556","984,363","1,014,678","967,179","","2.58%"
"10/03/2021","984,192","974,997","1,005,093","964,805","","0.91%"
"10/02/2021","975,304","984,726","987,291","970,462","","-0.95%"
"10/01/2021","984,645","903,951","990,264","895,535","","8.99%"
"09/30/2021","903,422","852,298","908,998","849,714","","5.98%"
"09/29/2021","852,464","833,950","865,988","830,000","","2.30%"
"09/28/2021","833,265","847,212","859,807","831,875","","-1.83%"
"09/27/2021","848,793","865,189","886,840","847,134","","-1.95%"
"09/26/2021","865,698","855,953","880,352","817,700","","1.17%"
"09/25/2021","855,673","858,455","861,234","836,342","","-0.32%"
"09/24/2021","858,382","899,600","906,863","824,133","","-4.60%"
"09/23/2021","899,743","874,552","900,733","866,537","","2.85%"
"09/22/2021","874,837","821,656","877,998","817,935","","6.76%"
"09/21/2021","819,480","865,512","876,090","798,694","","-5.00%"
"09/20/2021","862,627","946,746","947,592","856,717","","-8.80%"
"09/19/2021","945,914","967,005","967,719","938,359","","-2.18%"
"09/18/2021","967,024","946,653","976,203","942,711","","2.14%"
"09/17/2021","946,794","952,565","959,578","936,676","","-0.60%"
"09/16/2021","952,480","955,760","963,652","938,042","","-0.40%"
"09/15/2021","956,336","937,337","963,366","929,747","","2.04%"
"09/14/2021","937,227","893,436","941,158","888,961","","4.93%"
"09/13/2021","893,162","915,192","926,490","866,209","","-2.49%"
"09/12/2021","915,993","898,345","922,015","890,190","","1.97%"
"09/11/2021","898,305","892,017","914,511","890,112","","0.66%"
"09/10/2021","892,443","925,092","937,406","880,883","","-3.46%"
"09/09/2021","924,437","918,234","943,235","909,480","","0.64%"
"09/08/2021","918,515","934,179","942,848","889,179","","-1.59%"
"09/07/2021","933,337","1,048,259","1,052,197","859,522","","-10.91%"
"09/06/2021","1,047,689","1,031,167","1,049,410","1,014,953","","1.61%"
"09/05/2021","1,031,116","994,591","1,033,218","986,362","","3.68%"
"09/04/2021","994,495","996,140","1,006,866","986,382","","-0.18%"
"09/03/2021","996,243","983,107","1,013,274","965,270","","1.24%"
"09/02/2021","984,059","975,718","1,004,887","971,890","","0.77%"
"09/01/2021","976,540","945,319","977,384","934,714","","3.24%"
"08/31/2021","945,934","945,251","968,779","938,283","","-0.13%"
"08/30/2021","947,152","983,494","986,594","944,116","","-3.76%"
"08/29/2021","984,147","987,427","1,004,922","965,856","","-0.29%"
"08/28/2021","987,040","990,777","995,235","978,573","","-0.33%"
"08/27/2021","990,290","954,108","991,397","944,972","","3.67%"
"08/26/2021","955,253","990,856","999,109","941,911","","-3.60%"
"08/25/2021","990,912","963,371","996,621","952,234","","2.78%"
"08/24/2021","964,149","1,005,100","1,013,736","962,292","","-4.17%"
"08/23/2021","1,006,144","1,003,879","1,027,994","995,837","","0.19%"
"08/22/2021","1,004,213","994,035","1,008,244","980,052","","0.97%"
"08/21/2021","994,574","1,003,963","1,011,635","982,565","","-0.90%"
"08/20/2021","1,003,573","943,725","1,004,090","941,023","","6.36%"
"08/19/2021","943,575","897,097","948,140","883,053","","5.22%"
"08/18/2021","896,772","893,741","919,224","885,614","","0.34%"
"08/17/2021","893,764","913,307","937,184","890,341","","-2.24%"
"08/16/2021","914,273","934,233","954,571","908,592","","-2.14%"
"08/15/2021","934,278","935,910","941,146","906,418","","-0.15%"
"08/14/2021","935,700","950,226","955,913","917,173","","-1.53%"
"08/13/2021","950,194","886,436","950,737","883,264","","7.26%"
"08/12/2021","885,891","907,403","921,540","871,877","","-2.43%"
"08/11/2021","907,944","915,550","934,012","907,944","","-0.84%"
"08/10/2021","915,640","929,409","936,595","897,562","","-1.60%"
"08/09/2021","930,496","879,859","931,837","859,437","","5.81%"
"08/08/2021","879,393","893,389","907,521","868,184","","-1.56%"
"08/07/2021","893,315","857,367","895,627","852,339","","4.12%"
"08/06/2021","857,951","814,463","868,737","796,678","","5.35%"
"08/05/2021","814,359","793,877","823,727","746,280","","2.58%"
"08/04/2021","793,899","759,498","798,301","746,739","","4.74%"
"08/03/2021","757,996","779,045","790,833","749,407","","-2.80%"
"08/02/2021","779,868","792,236","803,133","770,868","","-1.84%"
"08/01/2021","794,480","823,991","845,946","786,305","","-3.69%"
"07/31/2021","824,934","838,533","838,547","815,992","","-1.77%"
"07/30/2021","839,796","795,691","839,796","761,693","","5.73%"
"07/29/2021","794,307","796,712","807,371","783,169","","-0.40%"
"07/28/2021","797,459","787,727","815,523","776,205","","1.26%"
"07/27/2021","787,520","746,880","787,520","730,385","","5.35%"
"07/26/2021","747,539","710,245","810,606","707,768","","5.36%"
"07/25/2021","709,514","689,604","709,878","679,269","","4.63%"
"07/24/2021","678,118","673,727","680,360","670,021","","0.74%"
"07/23/2021","673,138","649,301","673,138","642,078","","3.67%"
"07/22/2021","649,339","647,202","656,398","639,277","","0.42%"
"07/21/2021","646,626","600,343","661,348","594,807","","7.77%"
"07/20/2021","600,007","618,456","621,875","587,100","","-2.88%"
"07/19/2021","617,819","632,858","635,287","609,953","","-2.38%"
"07/18/2021","632,889","626,613","644,515","621,200","","1.02%"
"07/17/2021","626,514","624,217","634,852","620,723","","0.26%"
"07/16/2021","624,908","634,588","639,986","617,414","","-1.29%"
"07/15/2021","633,103","653,327","660,402","623,270","","-3.08%"
"07/14/2021","653,207","656,386","657,352","632,401","","-0.41%"
"07/13/2021","655,914","656,661","662,940","647,453","","-0.25%"
"07/12/2021","657,549","680,696","689,943","648,961","","-3.34%"
"07/11/2021","680,303","665,475","686,831","661,629","","2.25%"
"07/10/2021","665,311","671,158","679,575","656,736","","-0.96%"
"07/09/2021","671,730","656,833","677,104","646,197","","2.27%"
"07/08/2021","656,833","674,181","676,306","646,181","","-2.79%"
"07/07/2021","675,655","685,120","698,952","674,687","","-1.36%"
"07/06/2021","684,945","668,293","695,384","668,136","","2.51%"
"07/05/2021","668,148","697,737","697,737","659,139","","-4.45%"
"07/04/2021","699,260","687,015","711,142","687,015","","1.78%"
"07/03/2021","687,015","668,685","689,655","659,805","","2.68%"
"07/02/2021","669,098","670,337","678,687","653,682","","-0.23%"
"07/01/2021","670,673","698,404","698,404","656,591","","-4.00%"
"06/30/2021","698,615","711,128","714,797","679,155","","-1.71%"
"06/29/2021","710,788","683,330","725,339","679,092","","4.17%"
"06/28/2021","682,352","687,199","697,970","673,941","","-0.55%"
"06/27/2021","686,141","638,181","686,901","634,712","","7.80%"
"06/26/2021","636,488","625,876","646,763","598,466","","1.61%"
"06/25/2021","626,391","688,389","704,725","621,020","","-9.02%"
"06/24/2021","688,497","679,001","700,359","652,986","","1.31%"
"06/23/2021","679,590","661,272","703,938","645,459","","2.88%"
"06/22/2021","660,591","650,330","680,626","596,434","","1.56%"
"06/21/2021","650,465","734,633","736,492","641,411","","-11.58%"
"06/20/2021","735,692","734,105","746,346","689,942","","0.06%"
"06/19/2021","735,266","739,112","751,678","720,465","","-0.46%"
"06/18/2021","738,670","777,864","780,641","725,096","","-4.94%"
"06/17/2021","777,052","782,155","810,889","766,047","","-0.65%"
"06/16/2021","782,156","804,321","810,665","772,033","","-2.79%"
"06/15/2021","804,586","808,133","830,690","788,948","","-0.47%"
"06/14/2021","808,416","775,699","815,229","770,742","","3.99%"
"06/13/2021","777,435","704,828","781,248","692,100","","10.18%"
"06/12/2021","705,583","741,420","743,945","690,026","","-4.80%"
"06/11/2021","741,192","723,430","744,470","709,128","","2.65%"
"06/10/2021","722,036","737,581","756,595","705,139","","-1.93%"
"06/09/2021","736,273","657,660","740,473","638,670","","11.77%"
"06/08/2021","658,763","664,675","675,358","615,943","","-1.09%"
"06/07/2021","666,043","714,070","733,234","662,647","","-6.86%"
"06/06/2021","715,068","708,934","727,216","704,042","","0.84%"
"06/05/2021","709,114","735,340","756,283","695,533","","-3.60%"
"06/04/2021","735,559","791,165","791,165","718,778","","-6.85%"
"06/03/2021","789,652","747,672","790,623","740,426","","5.64%"
"06/02/2021","747,493","732,492","760,556","717,866","","2.07%"
"06/01/2021","732,369","743,431","753,720","711,149","","-1.47%"
"05/31/2021","743,299","710,931","746,641","681,532","","4.55%"
"05/30/2021","710,918","688,819","724,453","666,104","","3.28%"
"05/29/2021","688,340","710,484","741,484","670,653","","-3.09%"
"05/28/2021","710,316","769,033","775,280","692,717","","-7.25%"
"05/27/2021","765,861","779,439","803,161","739,262","","-1.77%"
"05/26/2021","779,692","762,908","809,410","753,079","","2.08%"
"05/25/2021","763,820","770,129","789,363","724,729","","-0.55%"
"05/24/2021","768,028","692,392","791,279","686,044","","11.11%"
"05/23/2021","691,209","746,289","762,351","622,146","","-7.45%"
"05/22/2021","746,860","743,112","772,801","704,363","","0.62%"
"05/21/2021","742,228","805,777","835,993","670,220","","-8.45%"
"05/20/2021","810,735","731,406","843,767","697,297","","10.11%"
"05/19/2021","736,317","851,608","863,555","604,322","","-13.49%"
"05/18/2021","851,092","862,227","904,009","838,997","","-1.14%"
"05/17/2021","860,907","923,225","924,633","835,243","","-6.69%"
"05/16/2021","922,605","928,211","988,402","872,537","","-0.72%"
"05/15/2021","929,334","989,849","1,005,768","926,956","","-6.18%"
"05/14/2021","990,520","990,610","1,020,979","972,436","","-0.11%"
"05/13/2021","991,627","990,640","1,032,973","930,790","","-0.09%"
"05/12/2021","992,548","1,131,501","1,161,653","992,548","","-12.27%"
"05/11/2021","1,131,358","1,111,469","1,135,269","1,087,069","","1.77%"
"05/10/2021","1,111,681","1,161,672","1,186,558","1,065,492","","-4.03%"
"05/09/2021","1,158,325","1,170,179","1,178,534","1,123,269","","-0.92%"
"05/08/2021","1,169,104","1,140,628","1,183,300","1,133,841","","2.48%"
"05/07/2021","1,140,809","1,133,575","1,170,014","1,110,899","","0.66%"
"05/06/2021","1,133,298","1,164,240","1,178,478","1,110,869","","-2.55%"
"05/05/2021","1,162,923","1,091,339","1,172,072","1,090,668","","6.46%"
"05/04/2021","1,092,367","1,154,793","1,154,793","1,091,893","","-5.29%"
"05/03/2021","1,153,417","1,143,237","1,194,202","1,140,501","","0.79%"
"05/02/2021","1,144,345","1,169,788","1,171,039","1,135,755","","-2.18%"
"05/01/2021","1,169,888","1,168,044","1,182,996","1,154,099","","0.00%"
"04/30/2021","1,169,875","1,073,108","1,172,066","1,063,720","","9.03%"
"04/29/2021","1,073,031","1,091,389","1,097,041","1,049,466","","-1.60%"
"04/28/2021","1,090,427","1,103,872","1,122,602","1,077,334","","-1.15%"
"04/27/2021","1,103,101","1,071,616","1,111,004","1,060,453","","2.80%"
"04/26/2021","1,073,018","976,987","1,078,318","968,757","","10.38%"
"04/25/2021","972,137","993,125","1,001,728","933,674","","-2.06%"
"04/24/2021","992,569","1,013,708","1,014,671","966,788","","-2.03%"
"04/23/2021","1,013,108","1,029,593","1,038,089","948,712","","-1.78%"
"04/22/2021","1,031,483","1,071,937","1,103,002","1,009,743","","-3.71%"
"04/21/2021","1,071,181","1,127,739","1,131,509","1,068,335","","-4.97%"
"04/20/2021","1,127,197","1,104,255","1,139,870","1,058,340","","2.04%"
"04/19/2021","1,104,712","1,121,752","1,142,586","1,074,954","","-1.35%"
"04/18/2021","1,119,840","1,195,814","1,202,026","1,027,954","","-6.38%"
"04/17/2021","1,196,114","1,221,491","1,244,670","1,187,838","","-2.13%"
"04/16/2021","1,222,096","1,262,588","1,267,594","1,196,533","","-3.09%"
"04/15/2021","1,261,048","1,268,276","1,273,303","1,241,989","","-0.33%"
"04/14/2021","1,265,257","1,278,926","1,302,554","1,232,240","","-0.91%"
"04/13/2021","1,276,914","1,206,179","1,278,811","1,205,590","","5.86%"
"04/12/2021","1,206,208","1,213,165","1,237,180","1,199,047","","-0.34%"
"04/11/2021","1,210,328","1,204,125","1,223,086","1,194,737","","0.51%"
"04/10/2021","1,204,131","1,171,968","1,235,507","1,167,498","","2.77%"
"04/09/2021","1,171,667","1,167,340","1,185,872","1,163,698","","0.34%"
"04/08/2021","1,167,738","1,131,518","1,167,781","1,126,558","","3.38%"
"04/07/2021","1,129,543","1,169,993","1,181,764","1,123,086","","-3.47%"
"04/06/2021","1,170,090","1,201,609","1,208,309","1,158,459","","-2.34%"
"04/05/2021","1,198,186","1,182,814","1,203,214","1,154,324","","1.37%"
"04/04/2021","1,181,978","1,159,014","1,187,565","1,146,948","","2.04%"
"04/03/2021","1,158,333","1,198,010","1,214,211","1,155,746","","-3.34%"
"04/02/2021","1,198,395","1,192,968","1,220,345","1,186,658","","0.57%"
"04/01/2021","1,191,560","1,200,416","1,212,509","1,180,379","","-0.71%"
"03/31/2021","1,200,095","1,209,020","1,231,068","1,170,825","","-0.68%"
"03/30/2021","1,208,309","1,188,196","1,225,168","1,175,568","","1.75%"
"03/29/2021","1,187,565","1,151,317","1,213,149","1,137,200","","3.17%"
"03/28/2021","1,151,098","1,150,265","1,162,944","1,127,883","","0.10%"
"03/27/2021","1,149,975","1,133,097","1,164,107","1,112,148","","1.40%"
"03/26/2021","1,134,111","1,061,288","1,134,111","1,061,282","","6.67%"
"03/25/2021","1,063,235","1,095,682","1,111,983","1,051,271","","-3.17%"
"03/24/2021","1,098,038","1,129,965","1,186,036","1,083,213","","-3.11%"
"03/23/2021","1,133,298","1,112,957","1,156,323","1,097,392","","1.64%"
"03/22/2021","1,115,062","1,186,674","1,206,955","1,105,485","","-5.94%"
"03/21/2021","1,185,518","1,191,336","1,209,143","1,140,338","","-0.40%"
"03/20/2021","1,190,308","1,191,477","1,227,723","1,186,799","","-0.11%"
"03/19/2021","1,191,571","1,180,934","1,219,582","1,153,718","","0.88%"
"03/18/2021","1,181,195","1,203,619","1,228,102","1,169,679","","-1.48%"
"03/17/2021","1,198,967","1,172,917","1,201,825","1,124,655","","2.27%"
"03/16/2021","1,172,340","1,150,819","1,172,340","1,103,103","","1.64%"
"03/15/2021","1,153,421","1,225,076","1,257,874","1,143,158","","-5.88%"
"03/14/2021","1,225,476","1,268,860","1,278,650","1,225,476","","-3.55%"
"03/13/2021","1,270,639","1,187,302","1,281,860","1,163,547","","7.05%"
"03/12/2021","1,186,954","1,193,816","1,197,483","1,146,050","","-0.27%"
"03/11/2021","1,190,219","1,166,988","1,197,549","1,130,466","","1.65%"
"03/10/2021","1,170,875","1,164,409","1,198,281","1,126,941","","0.80%"
"03/09/2021","1,161,624","1,127,203","1,168,147","1,117,960","","3.41%"
"03/08/2021","1,123,328","1,083,787","1,125,955","1,059,828","","3.39%"
"03/07/2021","1,086,454","1,042,199","1,094,440","1,042,199","","4.27%"
"03/06/2021","1,041,975","1,040,269","1,048,650","1,004,723","","0.05%"
"03/05/2021","1,041,409","1,022,076","1,052,103","983,178","","1.78%"
"03/04/2021","1,023,153","1,055,698","1,082,375","1,004,419","","-3.19%"
"03/03/2021","1,056,861","997,316","1,088,455","992,213","","6.01%"
"03/02/2021","996,951","1,024,132","1,035,916","970,431","","-2.65%"
"03/01/2021","1,024,104","939,897","1,028,072","936,072","","9.36%"
"02/28/2021","936,479","961,853","971,133","898,461","","-2.74%"
"02/27/2021","962,903","966,256","1,008,450","939,195","","-0.31%"
"02/26/2021","965,851","983,998","1,012,998","925,179","","-1.60%"
"02/25/2021","981,510","1,013,818","1,075,429","981,510","","-3.06%"
"02/24/2021","1,012,510","1,003,601","1,050,410","964,864","","0.95%"
"02/23/2021","1,002,949","1,121,785","1,121,785","930,873","","-10.70%"
"02/22/2021","1,123,083","1,177,428","1,177,631","1,009,328","","-4.59%"
"02/21/2021","1,177,082","1,142,514","1,192,041","1,133,975","","2.85%"
"02/20/2021","1,144,418","1,141,972","1,175,423","1,107,031","","0.23%"
"02/19/2021","1,141,847","1,048,789","1,151,259","1,034,052","","8.98%"
"02/18/2021","1,047,754","1,055,007","1,064,619","1,029,201","","-0.60%"
"02/17/2021","1,054,086","995,133","1,062,793","991,865","","6.06%"
"02/16/2021","993,851","956,981","1,013,055","938,552","","3.85%"
"02/15/2021","957,011","968,897","975,574","910,561","","-1.33%"
"02/14/2021","969,900","940,742","991,513","938,427","","3.19%"
"02/13/2021","939,904","944,617","958,976","922,952","","-0.67%"
"02/12/2021","946,224","958,239","978,098","927,076","","-1.28%"
"02/11/2021","958,531","898,725","969,324","882,956","","6.61%"
"02/10/2021","899,111","933,009","951,624","879,261","","-3.70%"
"02/09/2021","933,690","932,233","965,728","905,030","","0.09%"
"02/08/2021","932,887","780,900","939,605","765,502","","19.35%"
"02/07/2021","781,631","787,803","797,240","750,900","","-0.95%"
"02/06/2021","789,149","769,363","822,010","769,198","","2.56%"
"02/05/2021","769,427","753,684","775,445","746,475","","2.10%"
"02/04/2021","753,620","759,888","782,802","740,866","","-0.77%"
"02/03/2021","759,467","714,537","759,467","714,187","","6.27%"
"02/02/2021","714,636","681,901","724,975","679,553","","4.65%"
"02/01/2021","682,874","678,548","707,388","662,011","","0.65%"
"01/31/2021","678,435","705,593","706,952","662,568","","-3.74%"
"01/30/2021","704,800","706,546","719,229","677,754","","-0.20%"
"01/29/2021","706,210","675,823","774,858","649,343","","4.49%"
"01/28/2021","675,860","617,688","682,575","607,680","","9.52%"
"01/27/2021","617,120","649,769","650,735","594,837","","-5.03%"
"01/26/2021","649,832","647,367","660,475","617,559","","0.08%"
"01/25/2021","649,335","643,195","698,546","642,192","","0.93%"
"01/24/2021","643,332","640,624","659,699","618,743","","0.36%"
"01/23/2021","641,024","658,909","667,498","627,216","","-2.88%"
"01/22/2021","660,025","608,555","674,472","572,072","","8.39%"
"01/21/2021","608,921","694,349","695,579","594,208","","-12.37%"
"01/20/2021","694,855","704,576","714,848","655,668","","-1.79%"
"01/19/2021","707,493","721,376","743,730","707,493","","-1.85%"
"01/18/2021","720,849","712,878","744,081","690,467","","1.42%"
"01/17/2021","710,725","712,956","728,240","670,774","","-0.45%"
"01/16/2021","713,916","727,366","750,513","700,556","","-2.02%"
"01/15/2021","728,633","772,845","783,053","685,218","","-6.07%"
"01/14/2021","775,703","742,036","793,294","729,642","","4.60%"
"01/13/2021","741,585","671,918","749,070","643,452","","9.91%"
"01/12/2021","674,699","710,319","731,446","651,173","","-5.38%"
"01/11/2021","713,086","766,101","766,110","612,059","","-6.93%"
"01/10/2021","766,158","801,459","826,098","704,924","","-4.41%"
"01/09/2021","801,485","811,209","826,393","775,833","","-1.36%"
"01/08/2021","812,544","791,372","837,159","731,659","","3.12%"
"01/07/2021","787,956","722,715","802,354","714,050","","8.88%"
"01/06/2021","723,693","677,155","724,897","664,315","","7.27%"
"01/05/2021","674,617","639,158","683,563","596,286","","5.73%"
"01/04/2021","638,045","655,362","664,178","560,517","","-2.43%"
"01/03/2021","653,941","640,102","691,014","636,431","","2.18%"
"01/02/2021","639,971","583,440","661,347","576,675","","9.72%"
"01/01/2021","583,303","575,374","587,995","569,644","","1.21%"
"12/31/2020","576,313","574,484","582,883","558,254","","0.39%"
"12/30/2020","574,053","546,059","577,033","545,394","","5.13%"
"12/29/2020","546,020","541,743","546,188","518,498","","0.82%"
"12/28/2020","541,589","522,559","547,002","519,594","","3.79%"
"12/27/2020","521,815","526,093","564,313","514,779","","-0.83%"
"12/26/2020","526,175","491,157","533,944","487,348","","7.34%"
"12/25/2020","490,212","472,013","492,644","466,518","","3.79%"
"12/24/2020","472,318","465,822","472,934","455,479","","1.27%"
"12/23/2020","466,387","478,680","485,212","455,504","","-2.61%"
"12/22/2020","478,888","454,345","478,888","449,912","","5.32%"
"12/21/2020","454,683","471,278","488,468","450,410","","-3.63%"
"12/20/2020","471,805","475,311","483,300","460,362","","-0.80%"
"12/19/2020","475,624","460,914","480,373","454,633","","3.15%"
"12/18/2020","461,115","452,973","462,404","444,368","","1.92%"
"12/17/2020","452,419","424,107","471,078","422,074","","6.56%"
"12/16/2020","424,571","387,256","427,386","384,790","","9.63%"
"12/15/2020","387,260","390,074","395,386","385,240","","-0.70%"
"12/14/2020","389,989","384,879","391,618","381,902","","1.34%"
"12/13/2020","384,848","378,608","390,546","376,748","","1.78%"
"12/12/2020","378,108","362,764","380,952","362,764","","3.95%"
"12/11/2020","363,741","365,640","365,990","354,075","","-0.36%"
"12/10/2020","365,050","368,620","369,099","357,643","","-0.96%"
"12/09/2020","368,591","361,720","370,448","348,210","","1.60%"
"12/08/2020","362,798","381,548","382,927","360,729","","-4.89%"
"12/07/2020","381,447","383,047","384,453","375,489","","-0.50%"
"12/06/2020","383,379","378,527","383,771","373,085","","1.25%"
"12/05/2020","378,645","368,872","379,089","365,936","","2.65%"
"12/04/2020","368,885","386,719","388,401","368,253","","-4.62%"
"12/03/2020","386,755","384,339","390,004","377,522","","0.75%"
"12/02/2020","383,875","375,739","388,158","367,329","","2.13%"
"12/01/2020","375,876","397,064","399,864","366,464","","-5.35%"
"11/30/2020","397,128","364,378","398,300","364,378","","9.03%"
"11/29/2020","364,232","355,108","367,233","351,006","","2.65%"
"11/28/2020","354,841","343,264","357,908","338,052","","3.54%"
"11/27/2020","342,694","343,849","349,544","331,023","","-0.25%"
"11/26/2020","343,561","373,508","377,405","325,284","","-8.22%"
"11/25/2020","374,319","383,531","390,873","370,101","","-2.49%"
"11/24/2020","383,877","369,036","389,786","362,467","","3.93%"
"11/23/2020","369,363","370,124","382,666","361,456","","-0.10%"
"11/22/2020","369,743","375,768","377,124","355,021","","-1.61%"
"11/21/2020","375,779","375,570","381,411","369,780","","0.14%"
"11/20/2020","375,254","360,550","377,992","359,318","","4.11%"
"11/19/2020","360,428","361,443","367,754","354,160","","-0.17%"
"11/18/2020","361,030","358,102","373,870","349,620","","0.78%"
"11/17/2020","358,244","338,683","362,742","335,734","","5.81%"
"11/16/2020","338,586","324,513","342,504","323,091","","4.36%"
"11/15/2020","324,454","327,915","329,672","321,964","","-1.06%"
"11/14/2020","327,927","333,038","333,132","320,697","","-1.54%"
"11/13/2020","333,062","335,905","340,677","327,215","","-0.75%"
"11/12/2020","335,594","321,059","336,564","316,602","","4.52%"
"11/11/2020","321,093","311,136","327,351","310,717","","3.18%"
"11/10/2020","311,194","311,774","314,117","308,427","","-0.11%"
"11/09/2020","311,538","317,774","320,098","301,222","","-1.90%"
"11/08/2020","317,565","304,978","321,773","302,759","","4.16%"
"11/07/2020","304,876","320,394","324,080","295,998","","-4.87%"
"11/06/2020","320,498","323,647","331,436","313,565","","-0.88%"
"11/05/2020","323,336","296,392","325,973","295,248","","9.22%"
"11/04/2020","296,029","295,028","301,833","289,572","","0.44%"
"11/03/2020","294,732","289,819","295,106","283,736","","1.68%"
"11/02/2020","289,857","292,900","294,292","280,573","","-0.96%"
"11/01/2020","292,653","292,229","294,205","288,739","","0.11%"
"10/31/2020","292,337","287,180","298,209","284,700","","1.83%"
"10/30/2020","287,075","287,362","291,811","280,487","","-0.06%"
"10/29/2020","287,234","281,903","291,797","277,641","","1.81%"
"10/28/2020","282,122","286,900","291,621","275,276","","-1.61%"
"10/27/2020","286,740","273,652","290,343","273,175","","4.76%"
"10/26/2020","273,723","272,418","278,001","268,768","","0.54%"
"10/25/2020","272,241","273,625","278,378","269,104","","-0.52%"
"10/24/2020","273,669","269,841","274,553","268,615","","1.44%"
"10/23/2020","269,797","271,903","272,857","266,004","","-0.82%"
"10/22/2020","272,035","270,607","276,247","268,892","","0.40%"
"10/21/2020","270,961","251,396","278,745","250,876","","7.80%"
"10/20/2020","251,365","249,096","253,039","247,892","","0.92%"
"10/19/2020","249,063","242,814","249,590","240,987","","2.62%"
"10/18/2020","242,713","240,317","242,744","240,059","","1.01%"
"10/17/2020","240,275","239,458","241,157","238,459","","0.38%"
"10/16/2020","239,378","244,911","246,229","238,601","","-2.20%"
"10/15/2020","244,764","243,479","246,711","242,457","","0.38%"
"10/14/2020","243,842","243,692","245,639","240,775","","0.07%"
"10/13/2020","243,675","244,507","245,639","241,662","","-0.46%"
"10/12/2020","244,802","240,467","248,710","238,871","","1.80%"
